Bus,x,y
2027,24.337463,42.729866
2028,24.049072,42.22445
2031,24.322357,42.254951
2033,24.483032,42.09007
2038,25.434723,44.887012
2041,25.966187,44.888958
2043,25.919495,44.399448
8013,-2.27005000000001,57.410941
2047,26.17218,44.499444
2049,26.214752,44.38571
2050,25.85495,43.950316
2052,25.716248,43.12805
2054,27.354584,44.239296
2055,27.752838,44.696969
2057,28.079681,44.362151
2059,26.802521,43.270206
2061,27.428741,43.406045
2063,27.610016,43.326177
2065,25.447083,42.858853
2069,26.003265,42.200038
2072,26.06369,42.419401
2076,27.358704,42.576344
8807,12.062988,50.867511
7820,-0.618446170356296,38.2864443613238
2087,17.355652,44.25897
2089,18.094482,44.922029
2090,18.001099,44.105338
2095,17.854156,43.755225
2096,17.763519,43.667872
2097,18.156281,44.058972
2098,18.110962,43.977993
2099,18.198853,43.900861
2100,17.878876,43.477837
2102,17.833557,43.384092
2104,17.774506,43.2382
2105,17.888489,43.289202
2108,18.4021,44.566013
2110,18.538055,44.455349
2111,19.017334,44.703802
2115,19.609222,45.021127
2118,18.408966,43.800836
2119,19.499359,43.944384
2122,19.388123,43.723475
2123,19.525452,43.768119
2127,19.382629,43.327176
2140,18.386993,42.707669
2143,18.886871,42.995608
2144,18.770142,42.593533
2215,11.395569,44.859763
2149,19.03244,42.695558
2150,19.573517,42.974511
2151,19.183502,42.46298
2152,19.2659,42.463993
2153,19.502106,42.106374
2154,19.514465,41.972764
2155,19.515839,41.318044
2158,20.019836,44.654978
2159,20.110474,44.679395
2161,19.933319,44.300264
2163,20.706482,44.86755
2164,20.477142,44.719417
2165,20.55954,44.820812
2167,20.640564,44.839317
2169,20.593872,44.741856
2170,20.9729,44.874362
2171,20.761414,44.768187
2173,20.379639,43.851365
2174,20.048676,43.828583
2175,20.928955,44.056999
2176,20.743561,43.667872
2177,21.307983,43.954271
2178,21.272278,43.581386
2179,22.123718,44.047129
2182,21.972656,43.288202
2183,19.747925,43.009668
2185,19.866028,42.108411
2186,20.194244,42.13184
2187,20.545807,42.746004
2188,20.718842,42.398108
2189,20.607605,42.255967
2190,19.982758,41.882854
2193,20.196991,41.966638
2195,19.850922,41.389173
2197,19.727325,41.361349
2198,19.966278,41.16108
2200,20.183258,41.055538
2201,20.805359,41.196223
2202,21.118469,42.896089
2204,21.253052,42.369706
2205,21.459045,42.037054
2206,21.998749,42.953407
2208,21.925964,42.49134
2210,21.509857,41.932933
2211,21.475525,41.045181
2212,22.163544,41.776433
2213,22.111359,41.50035
2216,11.508179,44.797429
2218,11.284332,44.494546
2220,12.374725,44.928835
2221,12.067108,44.430838
2224,11.957245,44.224536
2225,11.335144,43.677805
2227,11.328278,43.604262
2229,12.370605,44.06884
2231,12.811432,43.915702
2233,13.40332,43.527642
2235,11.640015,42.312862
2236,11.719666,42.234618
2239,11.906433,42.129803
2242,12.609558,42.552069
2244,12.279968,41.855242
2245,12.43103,41.830689
2247,12.516174,41.877741
2249,12.528534,41.707779
2251,13.565369,42.844758
2253,13.467865,42.501466
2255,13.834534,42.545998
2256,13.818054,42.469058
2258,14.028168,42.409263
2259,13.812561,42.097203
2260,12.789459,41.7498
2261,12.87735,41.675989
2262,12.86499,41.421104
2264,13.606567,41.476689
2265,13.852386,41.19209
2266,14.927673,44.937585
2267,15.1474,44.983256
2270,15.79834,44.23536
2272,16.733551,44.886039
2277,16.500092,43.603267
2282,14.460754,42.151187
2284,14.177856,41.299476
2285,14.276733,41.501378
2286,14.144897,41.00063
2287,14.905701,41.879786
2289,14.957886,41.143501
2290,15.636292,41.359288
2293,16.169128,41.118676
2294,16.637421,41.110399
2295,16.784363,41.053466
2296,5.88317899999999,44.802301
2298,6.019135,44.736003
2299,5.95871,44.244215
2300,6.10702499999999,44.552313
2301,6.240234,44.449468
2303,5.972443,43.915702
2305,5.77194199999999,43.799845
2309,5.858459,43.68575
2310,6.080933,44.073774
2312,6.196289,43.749273
2313,5.77468899999999,43.509717
2314,5.895538,43.149094
2318,6.074066,43.315187
2319,6.00540199999999,43.187155
2323,6.68792700000001,43.611222
2325,7.020264,43.732406
2326,6.93924,43.651975
2327,6.858215,43.581386
2329,6.50939899999999,43.464881
2330,6.70577999999999,43.441952
2332,7.32101399999999,44.838343
2335,7.662964,44.823734
2337,7.555847,44.452409
2338,8.16833500000001,44.627619
2340,8.35510299999999,44.301247
2342,7.05047599999999,43.789933
2343,7.16720600000001,43.791915
2347,7.572327,43.834527
2348,8.018646,43.981946
2349,8.83987399999999,45.054121
2350,8.84811400000001,44.976457
2353,8.85910000000001,44.681348
2354,8.52950999999999,44.435741
2355,8.75885,44.450448
2357,8.86596699999999,44.491607
2359,9.72564699999999,45.008506
2360,9.32327299999999,44.366078
2362,9.80529800000001,44.141812
2363,9.87396199999999,45.043448
2364,10.020905,44.659862
2365,10.371094,44.844186
2366,9.94125399999999,44.11224
2367,10.859985,44.631528
2368,10.710297,44.542526
2369,11.096191,44.549378
2370,11.031647,44.301247
2371,10.454865,43.637069
2373,10.773468,43.904819
2375,11.126404,43.872158
2376,11.013794,43.809756
2377,11.215668,43.722482
2383,10.577087,42.994603
2385,10.671844,43.014689
2387,0.255431999999987,44.491607
2389,0.747069999999996,44.88312
2390,0.907745000000009,44.502382
2391,0.703124999999997,44.195005
2396,0.572662000000007,43.122036
2398,0.943450999999999,44.019484
2399,1.37741100000001,43.906798
2401,1.34857199999999,43.742329
2402,1.299133,43.555515
2403,1.295013,43.472854
2409,2.70675700000001,44.824708
2410,2.721863,44.745758
2411,2.245331,44.558185
2417,1.91986099999999,43.882057
2419,1.539459,43.523659
2421,1.694641,43.538594
2422,1.60675,43.125043
2423,1.951447,43.346154
2424,2.14233400000001,43.983922
2425,2.742462,44.0718
2430,2.658691,43.276205
2432,0.473785000000001,43.03778
2434,0.112610000000008,42.467032
2436,0.201873999999993,42.312862
2437,0.164794999999993,42.153223
2438,0.686646000000003,42.42447
2443,0.707245000000003,42.111468
7431,-8.79565104367133,40.1051621817088
2444,0.950316999999998,42.218348
2445,1.19476300000001,42.474123
2447,0.210114000000005,41.908409
2450,0.591887999999999,41.593878
2453,0.245818999999992,41.354134
2456,0.418853999999997,41.229282
2458,0.546569999999991,41.13833
2461,0.795135000000001,41.411836
2464,0.96954299999999,41.172452
2466,1.387024,41.319076
2467,1.179657,41.088667
2469,1.51336699999999,42.85684
2474,1.88140900000001,42.149151
2476,2.75207499999999,42.695558
2482,1.87866200000001,41.813291
2486,1.847076,41.537366
2489,1.978912,41.575389
2490,1.58477799999999,41.483891
2492,1.74682600000001,41.258194
2493,2.050323,41.421104
2496,2.33459500000001,42.028894
2497,2.434845,41.855242
2499,2.27417000000001,41.608255
2502,3.084412,44.982285
2504,3.29177900000001,44.825682
2505,3.67080700000001,45.024039
2506,4.20501700000001,44.674513
2507,4.023743,44.502382
2508,4.15145899999999,44.130971
2509,2.83584599999999,44.021459
2510,2.82486000000001,43.658931
2511,2.94021600000001,43.590338
2513,2.989655,43.220189
2514,3.20800799999999,43.393074
2515,3.77243000000001,43.972063
2517,3.72573899999999,43.661911
2519,3.92074600000001,43.641044
2520,3.99215700000001,43.69568
2521,4.01000999999999,43.624147
2522,4.119873,43.715535
2524,3.69415300000001,43.460894
2525,3.872681,43.567457
2529,4.87930299999999,44.654978
2530,4.356079,44.534696
2531,4.23111,44.441624
2533,4.730988,44.369024
2534,4.792786,44.582643
2535,4.785919,44.475931
2536,4.72961400000001,44.095476
2537,4.825745,44.315005
2538,4.79003900000001,44.184174
2540,4.945221,44.975485
2541,4.945221,44.783785
2543,4.9617,44.700874
2544,5.60577399999999,44.954109
2545,4.34097299999999,43.832546
2547,4.65820300000001,44.026396
2549,4.599152,43.854336
2550,4.74472,43.876118
2551,4.89166300000001,44.003681
2552,4.81338500000001,43.846413
2553,4.89578199999999,43.872158
2554,4.700775,43.812729
2556,5.06195099999999,43.938451
7141,5.0925494771521,43.4083966380033
2558,5.09902999999999,43.858297
2559,5.16632099999999,43.648001
2561,5.451965,43.698658
2563,4.97405999999999,43.560491
2564,4.9617,43.504737
2565,5.05096400000001,43.388084
2566,5.12786900000001,43.539589
2567,5.147095,43.377105
2568,5.27755700000001,43.533616
2571,5.33798200000001,43.452919
2572,5.38330099999999,43.40405
2573,5.397034,43.348151
2574,5.52749600000001,43.499756
2576,5.58242799999999,43.346154
2577,5.419006,43.290202
2578,5.397034,43.226193
2579,5.53436300000001,43.302196
2580,5.482178,43.254205
2585,3.01437400000001,42.240719
2587,3.102264,42.082936
2589,2.85232500000001,41.905343
2590,3.09951799999999,41.997263
2594,-5.31463600000001,43.351147
2595,-5.265198,43.151098
2597,-4.25994899999999,43.315187
2598,-3.928986,43.456906
2600,-3.986664,43.120031
2602,-3.764191,43.350148
2605,-3.83560200000001,43.278205
2609,-3.378296,43.388084
2611,-3.20663500000001,43.348151
2612,-3.419495,43.242202
2614,-3.24783300000001,43.241201
2616,-3.30001799999999,43.13707
2617,-3.14758299999999,43.290202
2621,-3.02947999999999,43.13707
2622,-2.938843,43.217187
2624,-2.88665799999999,43.322181
2625,-2.894897,43.088949
2628,-4.938354,42.842744
2629,-5.096283,42.296612
2630,-4.88891599999999,42.885021
2631,-4.41787700000001,42.82361
2633,-4.430237,42.577355
2634,-4.81063800000001,42.063568
2637,-5.310516,41.626735
2638,-5.269318,41.697526
2640,-5.14572100000001,41.739553
2641,-5.008392,41.614416
2643,-5.310516,41.496235
2646,-5.03723100000001,41.169351
2647,-4.943848,41.122815
2648,-4.78042600000001,41.982973
2649,-4.83398400000001,41.760044
2650,-4.77767899999999,41.196223
2652,-4.180298,42.882002
2657,-3.643341,42.760121
2659,-3.86993400000001,42.286453
2660,-3.68865999999999,42.340275
2661,-3.28491200000001,42.956423
2663,-3.34396399999999,42.776251
2665,-3.21212799999999,42.79137
2667,-3.05831900000001,42.664261
7208,8.64674914879838,49.305205353427
2673,-4.011383,41.071069
2674,-3.83560200000001,41.212755
2677,-3.63098099999999,41.04311
2681,-2.540588,43.276205
2682,-2.61200000000001,43.070894
2685,-2.113495,43.237199
2689,-1.972046,43.32318
2692,-1.461182,43.346154
2693,-0.848693999999999,44.581665
2694,-0.583648999999991,44.854895
2696,-0.497130999999998,44.957996
2697,-0.473785000000001,44.842238
2698,-0.608367999999997,44.737954
2700,-0.442199999999995,44.759411
2702,-0.341949000000001,45.030833
2704,-0.547943,44.563077
2706,-0.812988000000009,43.979969
2707,-1.345825,43.539589
2708,-0.686646000000003,43.843442
2711,-0.575409000000004,43.345155
2712,-2.753448,43.045809
2714,-2.78228799999999,42.857846
2720,-2.441711,43.055844
2725,-2.326355,42.380865
2731,-1.748199,42.672339
2732,-1.58065800000001,42.731883
2734,-1.937714,42.177653
2738,-1.63558999999999,42.161368
2740,-2.32498199999999,41.995222
2742,-2.28515599999999,41.899211
2743,-2.566681,41.399475
8362,-0.432586499999997,39.0255851520655
2748,-1.99127199999999,41.717005
2750,-1.63147000000001,42.008489
2751,-1.57379200000001,41.906365
2753,-1.52435299999999,41.817385
2754,-1.51886,41.612362
2756,-1.396637,42.674359
2759,-0.840454000000013,42.051332
2763,-0.362549000000006,42.605663
2764,-0.0535579999999944,42.824617
2765,-0.432586999999999,42.474123
2770,-1.031342,41.764142
2771,-1.00662199999999,41.546617
2772,-0.748444000000009,41.71393
2775,-0.902251999999993,41.441697
2776,-1.00936900000001,41.342794
2777,-0.756682999999992,41.50035
2781,-1.047821,41.191056
2787,-0.462798999999996,41.310824
2789,-0.520476999999996,41.139365
2791,-0.296630999999993,41.173486
2793,-9.12002599999999,43.120031
2795,-8.536377,43.305194
2796,-8.44436599999999,43.317185
2797,-8.587189,43.194164
2798,-9.13238500000001,42.992595
2800,-9.02526899999999,42.918218
2802,-8.905792,42.815551
2803,-8.60229499999999,42.891058
2804,-8.45397899999999,42.85684
2805,-8.72451799999999,42.624865
2808,-8.742371,42.268163
2809,-8.71490499999999,42.101279
2810,-8.600922,42.268163
2811,-8.63250700000001,41.681118
2813,-8.65035999999999,41.254065
2814,-8.59817500000001,41.470515
2815,-8.67095899999999,41.157978
2819,-8.610535,40.980935
2820,-8.48419199999999,41.027571
2821,-8.367462,43.339162
2822,-8.29742400000001,43.305194
2824,-8.344116,43.167126
2826,-7.92526200000001,43.421009
2828,-7.555847,43.656943
2830,-7.47757,43.504737
2832,-7.17544599999999,43.280205
2833,-6.848602,43.34116
2835,-6.43112199999999,43.282204
2838,-6.00540199999999,43.547553
2842,-5.77056900000001,43.533616
2844,-5.912018,43.185153
2846,-8.23699999999999,42.815551
2852,-7.77557400000001,42.576344
2855,-8.26995800000001,42.299659
2856,-8.24386599999999,42.376807
2858,-8.39492800000001,42.175617
2859,-8.31665,42.193934
2860,-8.37158200000001,42.10943
2861,-7.94998199999999,42.383908
2863,-7.81814599999999,42.46298
2864,-7.76046799999999,42.364632
2866,-8.076324,42.201056
2867,-7.51327499999999,42.88804
2868,-7.57507299999999,42.35144
2870,-7.362213,42.303722
2873,-7.23587000000001,42.261049
2875,-7.033997,42.153223
2878,-8.242493,41.989098
2880,-8.32214399999999,41.596959
2884,-8.02413899999999,41.636999
2885,-7.87582399999999,41.58258
2887,-7.82363900000001,41.554839
2888,-8.41003399999999,41.466399
2890,-8.390808,41.109365
2891,-8.307037,41.070034
2894,-8.245239,41.020319
2897,-7.79479999999999,41.371656
2899,-7.889557,41.111434
2906,-7.11776699999999,41.151774
2910,-6.79504400000001,42.560161
2912,-6.75659199999999,42.646081
2917,-6.612396,42.646081
2920,-7.01477100000001,42.261049
2921,-7.01202400000001,42.080897
2924,-6.529999,42.477161
2925,-6.59317000000001,42.036034
2928,-5.79803500000001,42.835696
2933,-6.740112,41.436549
2935,-6.84448199999999,41.25613
2936,-6.70852699999999,41.071069
2938,-6.409149,41.455079
2940,-6.50116000000001,41.374748
2942,-6.638489,41.190023
2944,-6.39129599999999,41.226183
2947,-6.078186,41.53531
2948,-5.776062,41.796912
2951,-6.15509,41.429342
2953,-5.73486299999999,41.008921
7227,-3.96216247906977,39.4384554111876
7098,25.9252695938782,42.7026974741641
7346,-3.88119259707374,43.2597623424032
3155,28.44223,45.23525
3160,28.962708,45.169452
3194,23.303375,47.745788
3195,23.690643,47.677409
3196,23.389893,47.240084
3201,23.670044,46.823556
3203,23.90213,46.847043
3204,23.889771,46.567358
3205,23.645325,46.089424
3206,22.859802,45.806786
3208,22.92984,45.762733
3210,23.035583,45.544831
3214,23.285522,45.3589
3216,23.35556,45.0997
3218,24.217987,46.485156
3220,24.458313,46.491774
3221,24.771423,46.409458
3223,24.201508,45.845064
3228,24.660187,45.31546
3233,26.331482,47.701444
8666,1.19751,41.769263
3247,27.509766,47.238219
3250,25.669556,46.722918
3251,26.157074,46.925883
3252,26.316376,46.819798
3253,25.658569,45.692751
3254,25.703888,45.643808
3255,26.91925,46.964322
3256,20.158539,47.804854
3257,26.974182,46.51068
3259,26.872559,46.265341
3261,27.69104,46.629636
3263,27.15683,45.681239
3265,27.956085,45.527517
3269,27.850342,45.238152
3273,17.001343,48.291417
3274,16.969757,47.992679
3275,17.144165,48.075326
3276,17.764893,48.756189
3279,17.637177,48.308774
3283,17.613831,47.898851
3285,17.786865,47.653363
3287,18.112335,47.077604
3288,18.396606,48.62837
3289,18.742676,48.561159
3292,18.303223,48.265827
3293,18.564148,48.211862
3294,19.254913,48.788771
3296,18.392487,47.481945
3298,18.875885,47.353711
3300,18.675385,47.235422
3302,19.135437,47.532038
3304,19.243927,47.743941
3305,19.210968,47.324861
3307,17.168884,46.778433
3308,17.891235,46.409458
3309,18.220825,46.137025
3310,16.935425,45.451461
3313,18.741302,46.989621
3315,18.793488,46.55886
3318,18.424072,45.287448
3319,18.663025,45.454351
3324,19.958038,48.380882
3325,20.753174,48.626555
3330,19.721832,47.213039
3333,20.290375,47.185046
3335,21.020966,47.914501
3341,21.96579,48.595684
3346,22.026215,47.044861
3348,20.170898,46.29856
8182,-1.38270311131504,39.6780924350215
3351,19.720459,46.020807
3352,19.756165,45.527517
3354,19.841309,45.341528
3357,21.040192,45.833584
3358,20.407104,45.411948
3359,20.632324,45.121991
3360,21.150055,46.652264
3362,21.409607,46.176978
3363,21.578522,46.513516
3365,21.145935,45.976924
3366,21.335449,45.75411
3368,22.002869,45.309666
3371,11.36261,48.852065
3372,11.501312,48.793295
3373,11.840515,48.869232
3374,11.778717,48.546615
3375,11.260986,48.348948
3378,11.67984,48.322474
3379,11.825409,48.314255
3380,12.172852,48.638354
3381,12.292328,48.659222
3387,11.839142,47.330446
3391,11.979218,47.941187
3394,12.741394,48.801436
3396,13.035278,48.67736
3397,12.929535,48.332517
3399,13.080597,48.256684
3401,13.033905,48.022998
3405,13.819427,48.076244
3408,12.671356,47.343476
3413,12.225037,46.173174
3414,11.401062,46.029389
3415,11.541138,45.656288
3416,11.666107,45.792425
3418,11.252747,45.434117
3419,11.493073,45.532327
3420,11.623535,45.439899
3422,11.873474,45.357935
3424,12.304688,46.071325
3425,12.436523,45.875668
3427,12.516174,45.825928
3428,12.115173,45.560218
3429,12.23053,45.528479
3431,12.183838,45.369514
3433,12.01355,45.327048
3435,12.693329,46.798179
3436,12.947388,46.363041
3437,13.022919,46.263443
3438,13.242645,46.081804
3442,12.947388,45.996962
3443,13.095703,46.034156
3444,13.175354,45.954969
3446,13.325043,45.874712
3447,13.252258,45.781891
3448,13.654633,45.967379
3450,13.471985,45.801042
3451,13.791962,45.691792
3453,13.977356,45.685077
3456,14.089966,48.100095
3458,14.382477,48.118434
3461,14.904327,48.130351
3463,15.422058,48.118434
3464,14.063873,47.803009
3465,14.169617,47.560774
3466,14.260254,47.678334
3468,14.794464,47.323
3471,15.692596,48.293244
3474,16.399841,48.323387
3476,16.357269,48.133101
3477,16.67038,48.114767
3478,15.972748,47.715306
3479,16.092224,47.289476
3480,16.761017,47.954984
3481,16.517944,47.240084
3483,14.510193,46.567358
3540,6.17431599999999,47.202776
3487,14.470367,46.107517
3489,14.615936,46.084662
3494,15.119934,46.263443
3497,14.408569,45.35697
3502,14.558258,45.323186
