,load,onwind,offwind,solar,prices
2015-07-13 13:00:00,63.794,0.2062,0.0446,0.1894,47.67
2015-07-13 14:00:00,61.929,0.1897,0.0431,0.1493,48.19
2015-07-13 15:00:00,62.13,0.1625,0.033,0.1365,47.06
2015-07-13 16:00:00,61.641,0.1223,0.023,0.104,45.98
2015-07-13 17:00:00,60.677,0.0743,0.0168,0.063,44.97
2015-07-13 18:00:00,58.241,0.0572,0.0152,0.0223,46.73
2015-07-13 19:00:00,55.733,0.0698,0.0117,0.0004,47.02
2015-07-13 20:00:00,52.772,0.0809,0.0132,0.0,44.62
2015-07-13 21:00:00,48.593,0.0884,0.0133,0.0,42.14
2015-07-13 22:00:00,45.806,0.0943,0.0166,0.0,44.98
2015-07-13 23:00:00,43.69,0.0979,0.0166,0.0,33.77
2015-07-14 00:00:00,42.606,0.0976,0.0153,0.0,32.43
2015-07-14 01:00:00,42.819,0.0995,0.0123,0.0,28.47
2015-07-14 02:00:00,43.971,0.0981,0.0095,0.0,27.91
2015-07-14 03:00:00,46.873,0.0952,0.0076,0.0,26.4
2015-07-14 04:00:00,54.351,0.0837,0.0073,0.0046,26.93
2015-07-14 05:00:00,60.623,0.078,0.0097,0.0382,28.03
2015-07-14 06:00:00,64.238,0.0944,0.0144,0.0934,35.04
2015-07-14 07:00:00,65.424,0.1199,0.0208,0.1612,50.1
2015-07-14 08:00:00,67.029,0.1437,0.027,0.2277,60.15
2015-07-14 09:00:00,68.332,0.1676,0.0258,0.276,54.95
2015-07-14 10:00:00,67.321,0.193,0.0215,0.2895,53.84
2015-07-14 11:00:00,66.852,0.2132,0.0205,0.3315,53.59
2015-07-14 12:00:00,66.284,0.2232,0.022,0.3489,49.99
2015-07-14 13:00:00,65.347,0.223,0.0267,0.3241,44.98
2015-07-14 14:00:00,63.295,0.219,0.0376,0.3012,40.79
2015-07-14 15:00:00,62.967,0.2032,0.0484,0.2679,38.52
2015-07-14 16:00:00,62.336,0.176,0.0613,0.1961,38.51
2015-07-14 17:00:00,61.34,0.1311,0.0735,0.1118,41.94
2015-07-14 18:00:00,58.376,0.0998,0.082,0.0354,42.92
2015-07-14 19:00:00,56.273,0.1025,0.0824,0.0014,45.9
2015-07-14 20:00:00,53.801,0.1009,0.0754,0.0,47.32
2015-07-14 21:00:00,49.34,0.0956,0.076,0.0,46.1
2015-07-14 22:00:00,45.873,0.0957,0.0897,0.0,46.89
2015-07-14 23:00:00,43.885,0.099,0.1007,0.0,37.03
2015-07-15 00:00:00,43.075,0.1047,0.1032,0.0,43.06
2015-07-15 01:00:00,43.22,0.1076,0.1004,0.0,36.13
2015-07-15 02:00:00,44.22,0.1054,0.0939,0.0,31.07
2015-07-15 03:00:00,46.862,0.0876,0.0807,0.0,30.01
2015-07-15 04:00:00,54.623,0.0498,0.0676,0.0086,30.01
2015-07-15 05:00:00,60.944,0.0429,0.0581,0.0737,36.62
2015-07-15 06:00:00,63.928,0.0416,0.0503,0.197,44.92
2015-07-15 07:00:00,64.828,0.0424,0.045,0.3368,56.25
2015-07-15 08:00:00,66.69,0.0487,0.0442,0.4501,54.01
2015-07-15 09:00:00,68.325,0.0541,0.0447,0.5164,58.62
2015-07-15 10:00:00,67.5,0.0575,0.0448,0.5403,57.82
2015-07-15 11:00:00,66.691,0.0591,0.0442,0.5629,59.29
2015-07-15 12:00:00,65.72,0.0578,0.0476,0.5619,52.32
2015-07-15 13:00:00,64.613,0.0536,0.055,0.5187,46.99
2015-07-15 14:00:00,62.879,0.046,0.0667,0.448,46.07
2015-07-15 15:00:00,62.308,0.0375,0.0817,0.3584,45.23
2015-07-15 16:00:00,61.821,0.0287,0.0955,0.2496,45.54
2015-07-15 17:00:00,61.299,0.0189,0.1038,0.1304,49.94
2015-07-15 18:00:00,58.587,0.012,0.1041,0.0406,56.36
2015-07-15 19:00:00,56.689,0.012,0.1061,0.0012,59.15
2015-07-15 20:00:00,54.21,0.0168,0.0986,0.0,54.97
2015-07-15 21:00:00,49.922,0.0254,0.0898,0.0,52.34
2015-07-15 22:00:00,46.381,0.0345,0.088,0.0,53.98
2015-07-15 23:00:00,44.357,0.0425,0.0926,0.0,44.73
2015-07-16 00:00:00,43.155,0.049,0.0969,0.0,40.01
2015-07-16 01:00:00,43.184,0.054,0.1028,0.0,36.44
2015-07-16 02:00:00,44.002,0.0557,0.1007,0.0,33.36
2015-07-16 03:00:00,46.919,0.0501,0.097,0.0,31.86
2015-07-16 04:00:00,54.54,0.0299,0.0929,0.0097,31.29
2015-07-16 05:00:00,60.837,0.0147,0.0878,0.075,38.06
2015-07-16 06:00:00,64.188,0.013,0.0793,0.1956,43.09
2015-07-16 07:00:00,65.602,0.0108,0.0685,0.3384,55.92
2015-07-16 08:00:00,67.17,0.0108,0.0553,0.463,54.38
2015-07-16 09:00:00,68.501,0.0127,0.0454,0.5491,53.88
2015-07-16 10:00:00,67.951,0.0143,0.0422,0.5805,52.5
2015-07-16 11:00:00,67.227,0.0162,0.0459,0.6008,52.06
2015-07-16 12:00:00,65.965,0.0181,0.0539,0.6,45.98
2015-07-16 13:00:00,64.865,0.0186,0.0596,0.5752,42.91
2015-07-16 14:00:00,63.24,0.0174,0.0615,0.5203,42.01
2015-07-16 15:00:00,62.409,0.0158,0.0638,0.4262,42.07
2015-07-16 16:00:00,61.486,0.0145,0.0689,0.2934,42.05
2015-07-16 17:00:00,60.608,0.0161,0.0758,0.1547,49.38
2015-07-16 18:00:00,58.409,0.034,0.0841,0.0485,56.14
2015-07-16 19:00:00,56.473,0.0676,0.0947,0.0021,55.63
2015-07-16 20:00:00,54.542,0.0921,0.1046,0.0,53.45
2015-07-16 21:00:00,50.26,0.1028,0.1196,0.0,51.21
2015-07-16 22:00:00,46.992,0.1104,0.1397,0.0,50.48
2015-07-16 23:00:00,44.866,0.1152,0.1536,0.0,39.93
2015-07-17 00:00:00,43.589,0.1116,0.171,0.0,37.22
2015-07-17 01:00:00,43.538,0.107,0.1901,0.0,34.25
2015-07-17 02:00:00,44.488,0.0998,0.224,0.0,32.91
2015-07-17 03:00:00,47.335,0.0954,0.2955,0.0,30.01
2015-07-17 04:00:00,55.401,0.0881,0.3703,0.0122,29.94
2015-07-17 05:00:00,61.725,0.07,0.4167,0.0804,31.11
2015-07-17 06:00:00,64.64,0.0659,0.4593,0.1938,38.76
2015-07-17 07:00:00,66.141,0.0932,0.511,0.3083,45.28
2015-07-17 08:00:00,67.799,0.1281,0.5202,0.4144,46.04
2015-07-17 09:00:00,68.789,0.1665,0.473,0.4994,44.97
2015-07-17 10:00:00,67.674,0.2002,0.4025,0.5668,43.91
2015-07-17 11:00:00,66.166,0.2305,0.3876,0.6103,42.05
2015-07-17 12:00:00,64.257,0.252,0.4005,0.6152,32.94
2015-07-17 13:00:00,62.836,0.257,0.4496,0.5791,29.76
2015-07-17 14:00:00,62.21,0.25,0.571,0.5121,29.92
2015-07-17 15:00:00,61.931,0.2322,0.5975,0.4017,29.95
2015-07-17 16:00:00,60.968,0.1986,0.5736,0.2714,30.55
2015-07-17 17:00:00,59.331,0.1566,0.5384,0.1451,36.6
2015-07-17 18:00:00,56.285,0.1379,0.4856,0.0458,40.86
2015-07-17 19:00:00,53.95,0.1348,0.4336,0.0025,45.45
2015-07-17 20:00:00,52.422,0.1198,0.3832,0.0,44.71
2015-07-17 21:00:00,48.733,0.1056,0.3244,0.0,46.91
2015-07-17 22:00:00,45.272,0.1025,0.3108,0.0,47.09
2015-07-17 23:00:00,42.694,0.1036,0.3178,0.0,41.97
2015-07-18 00:00:00,41.161,0.1,0.2857,0.0,41.85
2015-07-18 01:00:00,40.505,0.0936,0.2822,0.0,38.18
2015-07-18 02:00:00,40.694,0.0902,0.2908,0.0,35.04
2015-07-18 03:00:00,40.459,0.0888,0.2898,0.0,33.31
2015-07-18 04:00:00,42.648,0.0714,0.2843,0.0101,32.08
2015-07-18 05:00:00,46.518,0.0642,0.3077,0.0733,31.23
2015-07-18 06:00:00,50.259,0.0922,0.3643,0.1878,30.71
2015-07-18 07:00:00,53.298,0.1195,0.4065,0.317,34.43
2015-07-18 08:00:00,55.22,0.1507,0.4382,0.4265,36.93
2015-07-18 09:00:00,56.758,0.1749,0.4687,0.4884,41.93
2015-07-18 10:00:00,55.532,0.1964,0.5145,0.4861,36.92
2015-07-18 11:00:00,52.614,0.2182,0.5687,0.4768,36.57
2015-07-18 12:00:00,50.841,0.2342,0.6092,0.4789,35.05
2015-07-18 13:00:00,49.94,0.2352,0.6196,0.4663,31.26
2015-07-18 14:00:00,49.072,0.2164,0.6127,0.4075,31.72
2015-07-18 15:00:00,49.165,0.1876,0.5949,0.3529,32.52
2015-07-18 16:00:00,49.604,0.1522,0.5479,0.2524,34.33
2015-07-18 17:00:00,48.401,0.112,0.4761,0.1333,38.1
2015-07-18 18:00:00,46.069,0.0896,0.382,0.0439,43.37
2015-07-18 19:00:00,44.714,0.0885,0.2878,0.0016,46.93
2015-07-18 20:00:00,44.447,0.081,0.2201,0.0,45.92
2015-07-18 21:00:00,41.709,0.0676,0.1861,0.0,44.92
2015-07-18 22:00:00,39.369,0.057,0.1719,0.0,46.94
2015-07-18 23:00:00,37.551,0.0518,0.163,0.0,43.0
2015-07-19 00:00:00,36.449,0.0499,0.1482,0.0,40.52
2015-07-19 01:00:00,35.89,0.0519,0.133,0.0,35.87
2015-07-19 02:00:00,35.72,0.0553,0.1301,0.0,31.05
2015-07-19 03:00:00,35.628,0.0585,0.1319,0.0,28.88
2015-07-19 04:00:00,36.213,0.0483,0.1348,0.0066,27.1
2015-07-19 05:00:00,38.788,0.0407,0.1212,0.0492,25.45
2015-07-19 06:00:00,42.335,0.0534,0.1001,0.1093,25.4
2015-07-19 07:00:00,44.267,0.0945,0.1062,0.1735,27.07
2015-07-19 08:00:00,46.669,0.1487,0.1203,0.2474,29.5
2015-07-19 09:00:00,49.324,0.1808,0.1103,0.2905,33.1
2015-07-19 10:00:00,49.863,0.2065,0.0906,0.3191,34.97
2015-07-19 11:00:00,48.363,0.2388,0.0661,0.3164,34.97
2015-07-19 12:00:00,46.171,0.2765,0.0477,0.3185,30.79
2015-07-19 13:00:00,45.225,0.3055,0.0457,0.2933,27.58
2015-07-19 14:00:00,45.517,0.317,0.0722,0.2666,25.44
2015-07-19 15:00:00,46.527,0.3105,0.151,0.2319,22.74
2015-07-19 16:00:00,46.872,0.2826,0.2592,0.1556,21.42
2015-07-19 17:00:00,46.466,0.2189,0.3425,0.087,22.24
2015-07-19 18:00:00,45.784,0.163,0.4536,0.0271,26.76
2015-07-19 19:00:00,45.798,0.1464,0.5328,0.0012,31.9
2015-07-19 20:00:00,46.315,0.1471,0.5367,0.0,32.83
2015-07-19 21:00:00,43.345,0.1587,0.5219,0.0,33.45
2015-07-19 22:00:00,41.157,0.1795,0.5009,0.0,36.03
2015-07-19 23:00:00,39.617,0.1927,0.5063,0.0,31.04
2015-07-20 00:00:00,38.825,0.2012,0.4944,0.0,25.41
2015-07-20 01:00:00,39.035,0.2028,0.4785,0.0,23.26
2015-07-20 02:00:00,40.423,0.1922,0.4576,0.0,24.24
2015-07-20 03:00:00,43.841,0.168,0.4185,0.0,23.12
2015-07-20 04:00:00,51.92,0.1186,0.3515,0.0143,22.63
2015-07-20 05:00:00,58.525,0.1208,0.2736,0.0895,25.44
2015-07-20 06:00:00,62.041,0.1454,0.2022,0.207,37.34
2015-07-20 07:00:00,63.53,0.1581,0.1525,0.3426,45.12
2015-07-20 08:00:00,65.705,0.1568,0.1208,0.4462,47.99
2015-07-20 09:00:00,67.226,0.1494,0.1039,0.4907,47.11
2015-07-20 10:00:00,66.681,0.1415,0.0908,0.4703,45.92
2015-07-20 11:00:00,66.401,0.1327,0.0725,0.4658,48.19
2015-07-20 12:00:00,64.645,0.1232,0.0494,0.4649,48.82
2015-07-20 13:00:00,63.567,0.1071,0.0321,0.4331,48.73
2015-07-20 14:00:00,62.43,0.0854,0.0224,0.3944,47.94
2015-07-20 15:00:00,61.826,0.0654,0.0179,0.3384,48.05
2015-07-20 16:00:00,61.284,0.0474,0.0153,0.2458,49.54
2015-07-20 17:00:00,59.981,0.0306,0.0212,0.1306,50.94
2015-07-20 18:00:00,57.41,0.019,0.035,0.0365,49.93
2015-07-20 19:00:00,55.649,0.0184,0.0605,0.0009,56.0
2015-07-20 20:00:00,53.401,0.0304,0.1201,0.0,50.03
2015-07-20 21:00:00,49.015,0.0573,0.22,0.0,48.19
2015-07-20 22:00:00,45.774,0.0948,0.352,0.0,46.54
2015-07-20 23:00:00,43.819,0.1346,0.4864,0.0,41.95
2015-07-21 00:00:00,43.111,0.1618,0.5818,0.0,40.17
2015-07-21 01:00:00,43.335,0.1779,0.6625,0.0,35.08
2015-07-21 02:00:00,44.492,0.1952,0.697,0.0,32.0
2015-07-21 03:00:00,47.166,0.2072,0.6524,0.0,28.8
2015-07-21 04:00:00,54.444,0.1808,0.5634,0.0078,28.78
2015-07-21 05:00:00,60.874,0.1572,0.4606,0.0716,32.15
2015-07-21 06:00:00,64.337,0.1911,0.4007,0.1894,41.32
2015-07-21 07:00:00,65.681,0.2381,0.3933,0.3214,48.77
2015-07-21 08:00:00,67.652,0.2781,0.4055,0.4266,55.77
2015-07-21 09:00:00,69.066,0.3089,0.4159,0.4917,52.58
2015-07-21 10:00:00,68.669,0.3329,0.4362,0.5276,52.63
2015-07-21 11:00:00,68.15,0.353,0.453,0.5686,50.94
2015-07-21 12:00:00,66.594,0.3554,0.442,0.5952,45.82
2015-07-21 13:00:00,65.81,0.3407,0.4161,0.5734,37.88
2015-07-21 14:00:00,64.97,0.3132,0.3776,0.5057,36.08
2015-07-21 15:00:00,63.826,0.2722,0.3217,0.4196,39.27
2015-07-21 16:00:00,62.597,0.212,0.2564,0.2971,43.97
2015-07-21 17:00:00,61.341,0.1317,0.2069,0.1587,48.92
2015-07-21 18:00:00,58.674,0.0826,0.1676,0.0499,56.55
2015-07-21 19:00:00,56.707,0.0569,0.139,0.002,66.39
2015-07-21 20:00:00,54.786,0.0338,0.1229,0.0,60.83
2015-07-21 21:00:00,50.311,0.0188,0.1197,0.0,55.92
2015-07-21 22:00:00,47.111,0.0109,0.1368,0.0,55.13
2015-07-21 23:00:00,45.007,0.0096,0.161,0.0,48.65
2015-07-22 00:00:00,43.774,0.0145,0.1714,0.0,37.83
2015-07-22 01:00:00,44.021,0.0228,0.1762,0.0,37.61
2015-07-22 02:00:00,44.786,0.0329,0.1784,0.0,35.64
2015-07-22 03:00:00,47.608,0.0413,0.1672,0.0,31.82
2015-07-22 04:00:00,54.971,0.0391,0.1473,0.0107,32.22
2015-07-22 05:00:00,61.479,0.0191,0.1306,0.0865,35.0
2015-07-22 06:00:00,64.896,0.022,0.1207,0.2097,44.24
2015-07-22 07:00:00,66.319,0.0347,0.1125,0.3447,53.64
2015-07-22 08:00:00,67.991,0.0496,0.1027,0.4668,56.92
2015-07-22 09:00:00,69.426,0.0646,0.0971,0.5603,52.51
2015-07-22 10:00:00,68.777,0.0807,0.0993,0.6046,55.09
2015-07-22 11:00:00,68.051,0.0972,0.1111,0.6098,54.15
2015-07-22 12:00:00,66.955,0.111,0.1277,0.5766,49.96
2015-07-22 13:00:00,65.866,0.1213,0.1438,0.4983,48.07
2015-07-22 14:00:00,63.969,0.1257,0.1559,0.4063,48.02
2015-07-22 15:00:00,62.855,0.1209,0.1502,0.3128,49.15
2015-07-22 16:00:00,62.058,0.1097,0.1423,0.1969,51.27
2015-07-22 17:00:00,61.011,0.0996,0.1293,0.1019,52.9
2015-07-22 18:00:00,57.908,0.1023,0.1134,0.0284,50.72
2015-07-22 19:00:00,56.118,0.1084,0.0951,0.0007,51.7
2015-07-22 20:00:00,53.854,0.1022,0.0846,0.0,50.56
2015-07-22 21:00:00,49.448,0.0898,0.0856,0.0,49.98
2015-07-22 22:00:00,46.179,0.079,0.0897,0.0,49.94
2015-07-22 23:00:00,44.362,0.0751,0.0852,0.0,41.89
2015-07-23 00:00:00,43.259,0.0757,0.081,0.0,36.06
2015-07-23 01:00:00,43.303,0.0803,0.0791,0.0,35.5
2015-07-23 02:00:00,44.29,0.0851,0.0788,0.0,33.1
2015-07-23 03:00:00,47.214,0.0805,0.0871,0.0,30.52
2015-07-23 04:00:00,54.406,0.0554,0.1017,0.0065,32.3
2015-07-23 05:00:00,60.246,0.0447,0.1078,0.0625,35.2
2015-07-23 06:00:00,63.537,0.0538,0.0963,0.158,39.99
2015-07-23 07:00:00,64.646,0.0631,0.0843,0.2829,49.94
2015-07-23 08:00:00,65.842,0.0719,0.0879,0.3939,50.66
2015-07-23 09:00:00,67.868,0.083,0.1029,0.4581,54.87
2015-07-23 10:00:00,67.636,0.0959,0.1272,0.4433,51.91
2015-07-23 11:00:00,66.165,0.1072,0.1535,0.4127,52.92
2015-07-23 12:00:00,64.72,0.1117,0.1749,0.4129,54.91
2015-07-23 13:00:00,63.485,0.1109,0.1899,0.3873,54.72
2015-07-23 14:00:00,62.419,0.104,0.19,0.3516,51.83
2015-07-23 15:00:00,61.649,0.0908,0.1782,0.3111,51.5
2015-07-23 16:00:00,60.777,0.074,0.1664,0.2285,51.94
2015-07-23 17:00:00,59.858,0.0582,0.1448,0.1244,51.37
2015-07-23 18:00:00,57.009,0.0534,0.1245,0.0386,51.94
2015-07-23 19:00:00,55.369,0.0595,0.1072,0.0011,53.37
2015-07-23 20:00:00,53.381,0.0567,0.0886,0.0,55.93
2015-07-23 21:00:00,48.985,0.0506,0.0746,0.0,52.95
2015-07-23 22:00:00,45.743,0.0466,0.0658,0.0,53.39
2015-07-23 23:00:00,43.697,0.0431,0.0637,0.0,45.46
2015-07-24 00:00:00,42.589,0.0407,0.0646,0.0,41.97
2015-07-24 01:00:00,42.62,0.04,0.0606,0.0,36.59
2015-07-24 02:00:00,43.546,0.0413,0.0467,0.0,34.36
2015-07-24 03:00:00,46.306,0.0401,0.034,0.0,32.43
2015-07-24 04:00:00,53.32,0.0248,0.0272,0.0084,33.05
2015-07-24 05:00:00,59.075,0.0141,0.0161,0.0746,34.0
2015-07-24 06:00:00,62.299,0.0154,0.0081,0.1909,42.96
2015-07-24 07:00:00,63.582,0.015,0.0035,0.3405,55.25
2015-07-24 08:00:00,65.339,0.014,0.0015,0.4925,55.17
2015-07-24 09:00:00,66.256,0.0135,0.0007,0.6016,56.91
2015-07-24 10:00:00,65.957,0.0126,0.0024,0.6299,53.45
2015-07-24 11:00:00,64.514,0.011,0.0077,0.6147,52.62
2015-07-24 12:00:00,63.113,0.0102,0.0198,0.5822,51.92
2015-07-24 13:00:00,61.579,0.013,0.0405,0.5198,49.95
2015-07-24 14:00:00,60.396,0.0221,0.0605,0.4446,48.78
2015-07-24 15:00:00,59.948,0.0391,0.0829,0.3524,47.92
2015-07-24 16:00:00,59.5,0.065,0.1279,0.2315,48.0
2015-07-24 17:00:00,58.242,0.1114,0.2002,0.1131,49.6
2015-07-24 18:00:00,55.389,0.1943,0.2975,0.0279,51.28
2015-07-24 19:00:00,53.943,0.2699,0.407,0.0005,49.94
2015-07-24 20:00:00,52.041,0.2809,0.4836,0.0,45.93
2015-07-24 21:00:00,47.978,0.2767,0.5457,0.0,43.1
2015-07-24 22:00:00,45.602,0.2589,0.6443,0.0,42.75
2015-07-24 23:00:00,43.141,0.2448,0.706,0.0,34.05
2015-07-25 00:00:00,41.84,0.2475,0.7108,0.0,22.41
2015-07-25 01:00:00,41.121,0.2459,0.7032,0.0,19.6
2015-07-25 02:00:00,41.519,0.2485,0.6852,0.0,16.19
2015-07-25 03:00:00,41.229,0.2438,0.6365,0.0,16.12
2015-07-25 04:00:00,43.19,0.2159,0.5272,0.005,16.15
2015-07-25 05:00:00,46.784,0.1978,0.3814,0.0551,15.62
2015-07-25 06:00:00,50.687,0.2285,0.2873,0.1595,15.08
2015-07-25 07:00:00,53.896,0.281,0.2161,0.2706,22.62
2015-07-25 08:00:00,55.812,0.3495,0.1409,0.3587,25.3
2015-07-25 09:00:00,57.359,0.4075,0.0796,0.4328,24.71
2015-07-25 10:00:00,56.488,0.4668,0.0427,0.4317,20.85
2015-07-25 11:00:00,54.778,0.5371,0.0411,0.4445,16.78
2015-07-25 12:00:00,53.361,0.6074,0.0655,0.4326,16.19
2015-07-25 13:00:00,52.523,0.6666,0.111,0.3927,12.92
2015-07-25 14:00:00,52.559,0.7015,0.1881,0.3146,6.1
2015-07-25 15:00:00,52.112,0.7132,0.3441,0.2586,5.57
2015-07-25 16:00:00,51.804,0.7155,0.5247,0.1783,10.57
2015-07-25 17:00:00,50.51,0.715,0.6414,0.0927,14.7
2015-07-25 18:00:00,47.996,0.7053,0.842,0.0259,16.17
2015-07-25 19:00:00,47.002,0.6953,0.9345,0.0005,15.76
2015-07-25 20:00:00,45.684,0.6951,0.9295,0.0,15.97
2015-07-25 21:00:00,42.367,0.7083,0.9051,0.0,15.06
2015-07-25 22:00:00,39.531,0.7178,0.8872,0.0,12.95
2015-07-25 23:00:00,37.29,0.6999,0.8557,0.0,6.53
2015-07-26 00:00:00,36.397,0.6672,0.8234,0.0,-0.09
2015-07-26 01:00:00,35.911,0.6262,0.7971,0.0,-5.31
2015-07-26 02:00:00,35.779,0.574,0.77,0.0,-1.84
2015-07-26 03:00:00,35.596,0.522,0.7525,0.0,0.01
2015-07-26 04:00:00,36.327,0.4602,0.7202,0.0059,0.03
2015-07-26 05:00:00,38.665,0.4365,0.6628,0.081,0.03
2015-07-26 06:00:00,41.905,0.4305,0.5733,0.2183,1.15
2015-07-26 07:00:00,44.676,0.3772,0.4821,0.361,1.66
2015-07-26 08:00:00,46.813,0.3125,0.4306,0.4865,2.12
2015-07-26 09:00:00,48.63,0.2779,0.4112,0.5776,2.18
2015-07-26 10:00:00,48.43,0.2613,0.3617,0.6091,0.04
2015-07-26 11:00:00,46.381,0.2282,0.267,0.6205,2.52
2015-07-26 12:00:00,45.243,0.1815,0.2086,0.5978,2.07
2015-07-26 13:00:00,44.292,0.1442,0.1996,0.5369,0.06
2015-07-26 14:00:00,43.835,0.1193,0.1896,0.4497,0.1
2015-07-26 15:00:00,44.977,0.0952,0.1539,0.3479,4.37
2015-07-26 16:00:00,46.316,0.0661,0.1134,0.2221,10.65
2015-07-26 17:00:00,46.764,0.0381,0.0893,0.0971,24.08
2015-07-26 18:00:00,46.016,0.0279,0.0775,0.0201,35.92
2015-07-26 19:00:00,45.806,0.0439,0.0797,0.0001,36.29
2015-07-26 20:00:00,45.305,0.0802,0.114,0.0,36.96
2015-07-26 21:00:00,42.441,0.1144,0.1735,0.0,39.0
2015-07-26 22:00:00,40.134,0.1384,0.2374,0.0,39.96
2015-07-26 23:00:00,38.681,0.1539,0.2955,0.0,32.96
2015-07-27 00:00:00,37.983,0.1606,0.3474,0.0,25.5
2015-07-27 01:00:00,38.204,0.1613,0.3873,0.0,20.2
2015-07-27 02:00:00,39.772,0.1692,0.4149,0.0,16.81
2015-07-27 03:00:00,43.837,0.1756,0.4301,0.0,15.85
2015-07-27 04:00:00,51.683,0.1547,0.4315,0.0029,15.88
2015-07-27 05:00:00,58.028,0.1453,0.4294,0.0305,23.04
2015-07-27 06:00:00,61.868,0.2122,0.4073,0.0963,35.75
2015-07-27 07:00:00,63.092,0.2679,0.3618,0.1835,42.06
2015-07-27 08:00:00,65.288,0.2978,0.2995,0.2574,43.61
2015-07-27 09:00:00,66.959,0.3198,0.2509,0.3008,44.98
2015-07-27 10:00:00,66.512,0.34,0.2182,0.3036,42.95
2015-07-27 11:00:00,65.753,0.3624,0.188,0.3155,41.79
2015-07-27 12:00:00,64.42,0.3895,0.1681,0.3332,40.02
2015-07-27 13:00:00,63.486,0.4121,0.1699,0.3102,35.96
2015-07-27 14:00:00,62.269,0.4216,0.1881,0.2845,31.56
2015-07-27 15:00:00,61.378,0.4142,0.2196,0.258,29.01
2015-07-27 16:00:00,60.789,0.3687,0.2648,0.1932,26.48
2015-07-27 17:00:00,59.9,0.316,0.3078,0.105,29.03
2015-07-27 18:00:00,56.72,0.3197,0.34,0.0288,31.34
2015-07-27 19:00:00,55.067,0.3429,0.373,0.0002,34.86
2015-07-27 20:00:00,52.412,0.3518,0.4027,0.0,33.05
2015-07-27 21:00:00,47.858,0.3638,0.4211,0.0,30.99
2015-07-27 22:00:00,44.635,0.3608,0.4367,0.0,30.55
2015-07-27 23:00:00,43.294,0.358,0.4541,0.0,25.46
2015-07-28 00:00:00,42.577,0.3578,0.467,0.0,19.13
2015-07-28 01:00:00,42.55,0.3477,0.4742,0.0,16.27
2015-07-28 02:00:00,43.639,0.3443,0.4768,0.0,15.47
2015-07-28 03:00:00,46.73,0.3368,0.4816,0.0,10.54
2015-07-28 04:00:00,53.494,0.3138,0.4782,0.0031,12.6
2015-07-28 05:00:00,59.29,0.3726,0.4664,0.0483,16.61
2015-07-28 06:00:00,62.762,0.498,0.4585,0.1376,23.09
2015-07-28 07:00:00,64.812,0.5683,0.4676,0.2306,30.54
2015-07-28 08:00:00,67.186,0.6045,0.484,0.302,31.0
2015-07-28 09:00:00,68.776,0.6197,0.5011,0.3422,31.34
2015-07-28 10:00:00,67.522,0.6207,0.5134,0.345,27.07
2015-07-28 11:00:00,66.258,0.6207,0.5327,0.3784,26.42
2015-07-28 12:00:00,65.69,0.6185,0.5729,0.3873,23.88
2015-07-28 13:00:00,64.317,0.6147,0.602,0.3608,22.87
2015-07-28 14:00:00,62.618,0.6061,0.6099,0.3052,19.98
2015-07-28 15:00:00,62.106,0.5797,0.6148,0.2345,20.08
2015-07-28 16:00:00,61.012,0.5235,0.6184,0.145,23.29
2015-07-28 17:00:00,60.114,0.4265,0.6125,0.0726,27.51
2015-07-28 18:00:00,56.99,0.3592,0.592,0.0183,32.96
2015-07-28 19:00:00,55.17,0.3326,0.5663,0.0002,33.82
2015-07-28 20:00:00,52.024,0.2906,0.5474,0.0,31.88
2015-07-28 21:00:00,47.584,0.2842,0.512,0.0,32.18
2015-07-28 22:00:00,44.885,0.287,0.4708,0.0,34.42
2015-07-28 23:00:00,43.261,0.2914,0.4572,0.0,26.42
2015-07-29 00:00:00,42.079,0.2899,0.479,0.0,21.05
2015-07-29 01:00:00,42.242,0.2881,0.5125,0.0,19.02
2015-07-29 02:00:00,43.193,0.2861,0.5404,0.0,16.36
2015-07-29 03:00:00,46.287,0.2781,0.5548,0.0,15.5
2015-07-29 04:00:00,53.158,0.2312,0.5552,0.0038,16.13
2015-07-29 05:00:00,58.993,0.2937,0.5468,0.0494,18.68
2015-07-29 06:00:00,62.329,0.3711,0.5451,0.1461,27.05
2015-07-29 07:00:00,64.292,0.4033,0.5602,0.2585,34.79
2015-07-29 08:00:00,65.883,0.4288,0.5932,0.3324,37.93
2015-07-29 09:00:00,67.61,0.4483,0.6322,0.3634,37.09
2015-07-29 10:00:00,66.494,0.4671,0.6785,0.3441,34.88
2015-07-29 11:00:00,65.153,0.4884,0.7157,0.3469,36.92
2015-07-29 12:00:00,63.668,0.5075,0.7324,0.3459,35.44
2015-07-29 13:00:00,63.2,0.521,0.7279,0.3471,30.96
2015-07-29 14:00:00,61.71,0.5308,0.706,0.3145,29.33
2015-07-29 15:00:00,61.281,0.5338,0.6794,0.2751,25.64
2015-07-29 16:00:00,60.14,0.5192,0.6668,0.2018,25.13
2015-07-29 17:00:00,59.556,0.4777,0.7003,0.1065,25.42
2015-07-29 18:00:00,56.783,0.4412,0.7724,0.0302,27.07
2015-07-29 19:00:00,55.286,0.4431,0.819,0.0002,31.38
2015-07-29 20:00:00,52.485,0.4564,0.8417,0.0,31.5
2015-07-29 21:00:00,48.376,0.4816,0.8492,0.0,30.97
2015-07-29 22:00:00,45.652,0.5053,0.8452,0.0,27.33
2015-07-29 23:00:00,43.568,0.5068,0.8346,0.0,22.07
