,load,onwind,offwind,solar,prices
2015-01-01 00:00:00,41.151,0.1566,0.703,0.0,
2015-01-01 01:00:00,40.135,0.1659,0.6875,0.0,
2015-01-01 02:00:00,39.106,0.1746,0.6535,0.0,
2015-01-01 03:00:00,38.765,0.1745,0.6803,0.0,
2015-01-01 04:00:00,38.941,0.1826,0.7272,0.0,
2015-01-01 05:00:00,39.045,0.1869,0.749,0.0,
2015-01-01 06:00:00,40.206,0.1999,0.7706,0.0,
2015-01-01 07:00:00,41.133,0.212,0.801,0.0003,
2015-01-01 08:00:00,42.963,0.2281,0.7828,0.0442,
2015-01-01 09:00:00,45.088,0.2452,0.7865,0.1263,
2015-01-01 10:00:00,47.013,0.2272,0.8097,0.1754,
2015-01-01 11:00:00,48.159,0.2265,0.831,0.2062,
2015-01-01 12:00:00,47.164,0.2384,0.8244,0.2074,
2015-01-01 13:00:00,46.752,0.2719,0.8375,0.1579,
2015-01-01 14:00:00,47.403,0.3264,0.8599,0.0645,
2015-01-01 15:00:00,49.44,0.3656,0.8813,0.0022,
2015-01-01 16:00:00,53.41,0.3828,0.9022,0.0,
2015-01-01 17:00:00,53.672,0.4049,0.9295,0.0,
2015-01-01 18:00:00,53.012,0.4376,0.9531,0.0,
2015-01-01 19:00:00,50.313,0.4792,0.9654,0.0,
2015-01-01 20:00:00,48.73,0.5201,0.9727,0.0,
2015-01-01 21:00:00,48.624,0.5529,0.9763,0.0,
2015-01-01 22:00:00,45.668,0.5842,0.979,0.0,
2015-01-01 23:00:00,42.424,0.6113,0.9808,0.0,
2015-01-02 00:00:00,40.577,0.6391,0.9823,0.0,
2015-01-02 01:00:00,39.707,0.6732,0.9824,0.0,
2015-01-02 02:00:00,39.504,0.71,0.9819,0.0,
2015-01-02 03:00:00,40.391,0.7425,0.9846,0.0,
2015-01-02 04:00:00,42.382,0.7704,0.9851,0.0,
2015-01-02 05:00:00,45.679,0.8006,0.9851,0.0,
2015-01-02 06:00:00,50.418,0.8038,0.9856,0.0,
2015-01-02 07:00:00,54.131,0.7997,0.9849,0.0002,
2015-01-02 08:00:00,56.505,0.7918,0.9844,0.0197,
2015-01-02 09:00:00,58.447,0.7818,0.9822,0.0527,
2015-01-02 10:00:00,59.453,0.7643,0.9811,0.0808,
2015-01-02 11:00:00,59.201,0.7576,0.982,0.0986,
2015-01-02 12:00:00,58.564,0.7435,0.9832,0.1104,
2015-01-02 13:00:00,57.721,0.7346,0.9835,0.0904,
2015-01-02 14:00:00,57.276,0.7266,0.9822,0.0424,
2015-01-02 15:00:00,58.813,0.7328,0.9811,0.0026,
2015-01-02 16:00:00,61.605,0.7368,0.9795,0.0,
2015-01-02 17:00:00,61.645,0.7401,0.9782,0.0,
2015-01-02 18:00:00,59.283,0.7363,0.9791,0.0,
2015-01-02 19:00:00,55.622,0.7301,0.9786,0.0,
2015-01-02 20:00:00,53.186,0.7246,0.977,0.0,
2015-01-02 21:00:00,50.691,0.7285,0.977,0.0,
2015-01-02 22:00:00,45.323,0.7319,0.9792,0.0,
2015-01-02 23:00:00,40.464,0.7294,0.9794,0.0,
2015-01-03 00:00:00,38.338,0.713,0.9742,0.0,
2015-01-03 01:00:00,36.897,0.6784,0.9609,0.0,
2015-01-03 02:00:00,36.104,0.6293,0.9505,0.0,
2015-01-03 03:00:00,36.453,0.5751,0.9499,0.0,
2015-01-03 04:00:00,36.839,0.5138,0.9573,0.0,
2015-01-03 05:00:00,38.073,0.4968,0.9618,0.0,
2015-01-03 06:00:00,40.819,0.511,0.9619,0.0,
2015-01-03 07:00:00,44.119,0.5292,0.9602,0.0002,
2015-01-03 08:00:00,47.421,0.541,0.9554,0.0193,
2015-01-03 09:00:00,49.756,0.5326,0.9461,0.0551,
2015-01-03 10:00:00,51.917,0.5282,0.9233,0.0758,
2015-01-03 11:00:00,52.205,0.5243,0.8811,0.0831,
2015-01-03 12:00:00,52.147,0.5024,0.8144,0.0718,
2015-01-03 13:00:00,50.677,0.4624,0.7518,0.0521,
2015-01-03 14:00:00,50.478,0.4233,0.7233,0.0229,
2015-01-03 15:00:00,52.82,0.4013,0.7435,0.0016,
2015-01-03 16:00:00,55.854,0.3807,0.7757,0.0,
2015-01-03 17:00:00,56.259,0.3737,0.8183,0.0,
2015-01-03 18:00:00,55.017,0.3761,0.8344,0.0,
2015-01-03 19:00:00,50.801,0.3781,0.8473,0.0,
2015-01-03 20:00:00,48.359,0.3939,0.8562,0.0,
2015-01-03 21:00:00,47.968,0.4087,0.8598,0.0,
2015-01-03 22:00:00,45.427,0.4467,0.8567,0.0,
2015-01-03 23:00:00,42.806,0.4677,0.8403,0.0,
2015-01-04 00:00:00,38.517,0.4867,0.8251,0.0,
2015-01-04 01:00:00,37.082,0.4996,0.8121,0.0,
2015-01-04 02:00:00,36.575,0.5051,0.7931,0.0,
2015-01-04 03:00:00,36.793,0.4899,0.7706,0.0,
2015-01-04 04:00:00,36.336,0.4778,0.7635,0.0,
2015-01-04 05:00:00,35.592,0.4616,0.769,0.0,
2015-01-04 06:00:00,38.255,0.4508,0.779,0.0,
2015-01-04 07:00:00,41.037,0.4521,0.7705,0.0013,
2015-01-04 08:00:00,43.899,0.442,0.7305,0.0526,
2015-01-04 09:00:00,46.915,0.4212,0.7069,0.1455,
2015-01-04 10:00:00,50.252,0.4246,0.6818,0.1837,
2015-01-04 11:00:00,50.784,0.431,0.6542,0.1926,
2015-01-04 12:00:00,48.824,0.4459,0.6235,0.1633,
2015-01-04 13:00:00,47.517,0.4447,0.6116,0.114,
2015-01-04 14:00:00,47.398,0.4391,0.5816,0.0574,
2015-01-04 15:00:00,49.465,0.4249,0.5389,0.0037,
2015-01-04 16:00:00,53.4,0.3993,0.4919,0.0,
2015-01-04 17:00:00,54.108,0.3699,0.4534,0.0,
2015-01-04 18:00:00,52.621,0.3401,0.4407,0.0,
2015-01-04 19:00:00,50.243,0.3091,0.456,0.0,
2015-01-04 20:00:00,48.877,0.2732,0.4905,0.0,
2015-01-04 21:00:00,48.808,0.2536,0.5374,0.0,
2015-01-04 22:00:00,46.024,0.24,0.5724,0.0,
2015-01-04 23:00:00,42.658,0.2387,0.5799,0.0,
2015-01-05 00:00:00,40.699,0.2382,0.5741,0.0,22.34
2015-01-05 01:00:00,39.447,0.2533,0.5385,0.0,17.93
2015-01-05 02:00:00,39.513,0.266,0.5241,0.0,15.17
2015-01-05 03:00:00,40.44,0.2803,0.5086,0.0,16.38
2015-01-05 04:00:00,43.931,0.288,0.478,0.0,17.38
2015-01-05 05:00:00,50.074,0.3037,0.4363,0.0,16.38
2015-01-05 06:00:00,56.244,0.3225,0.3943,0.0,26.61
2015-01-05 07:00:00,59.86,0.3261,0.3668,0.0017,37.63
2015-01-05 08:00:00,61.179,0.3308,0.3484,0.0611,39.09
2015-01-05 09:00:00,62.104,0.3291,0.3256,0.1296,41.51
2015-01-05 10:00:00,63.018,0.3147,0.3118,0.1606,40.46
2015-01-05 11:00:00,62.952,0.2892,0.2985,0.1848,40.97
2015-01-05 12:00:00,62.108,0.2527,0.2761,0.181,40.72
2015-01-05 13:00:00,61.182,0.204,0.2416,0.1537,41.92
2015-01-05 14:00:00,60.45,0.1761,0.1986,0.0921,42.0
2015-01-05 15:00:00,61.342,0.1585,0.1604,0.0121,43.1
2015-01-05 16:00:00,65.13,0.1342,0.136,0.0,46.7
2015-01-05 17:00:00,64.886,0.1111,0.1244,0.0,56.78
2015-01-05 18:00:00,63.242,0.0955,0.1208,0.0,58.84
2015-01-05 19:00:00,59.162,0.0844,0.1204,0.0,49.23
2015-01-05 20:00:00,56.346,0.0712,0.122,0.0,44.32
2015-01-05 21:00:00,54.73,0.0607,0.1282,0.0,40.0
2015-01-05 22:00:00,50.564,0.0518,0.1398,0.0,35.08
2015-01-05 23:00:00,47.317,0.0455,0.1552,0.0,30.03
2015-01-06 00:00:00,45.011,0.0396,0.1687,0.0,30.02
2015-01-06 01:00:00,44.015,0.0346,0.1818,0.0,30.57
2015-01-06 02:00:00,44.049,0.0339,0.2083,0.0,30.25
2015-01-06 03:00:00,44.73,0.0348,0.2335,0.0,30.29
2015-01-06 04:00:00,46.416,0.038,0.2502,0.0,30.63
2015-01-06 05:00:00,50.597,0.046,0.2741,0.0,29.64
2015-01-06 06:00:00,55.697,0.0605,0.2962,0.0,29.67
2015-01-06 07:00:00,57.954,0.0789,0.3108,0.0022,38.82
2015-01-06 08:00:00,59.295,0.0848,0.3268,0.0532,40.76
2015-01-06 09:00:00,60.723,0.073,0.3356,0.1207,40.02
2015-01-06 10:00:00,61.744,0.0722,0.3455,0.1701,33.99
2015-01-06 11:00:00,61.628,0.0823,0.358,0.1948,31.22
2015-01-06 12:00:00,60.697,0.0942,0.3703,0.1833,30.06
2015-01-06 13:00:00,59.259,0.1029,0.3819,0.1369,29.99
2015-01-06 14:00:00,58.836,0.1465,0.3999,0.0681,30.73
2015-01-06 15:00:00,60.089,0.2137,0.4531,0.006,37.38
2015-01-06 16:00:00,63.969,0.2382,0.5082,0.0,40.32
2015-01-06 17:00:00,64.219,0.2402,0.5449,0.0,45.96
2015-01-06 18:00:00,63.346,0.2397,0.5414,0.0,45.71
2015-01-06 19:00:00,59.695,0.2348,0.4929,0.0,39.57
2015-01-06 20:00:00,57.114,0.2312,0.4455,0.0,32.92
2015-01-06 21:00:00,54.886,0.232,0.4154,0.0,29.15
2015-01-06 22:00:00,50.639,0.2284,0.4531,0.0,28.46
2015-01-06 23:00:00,47.308,0.2199,0.5057,0.0,26.97
2015-01-07 00:00:00,45.125,0.2115,0.5304,0.0,24.97
2015-01-07 01:00:00,44.217,0.2088,0.5146,0.0,24.65
2015-01-07 02:00:00,44.368,0.2128,0.481,0.0,24.68
2015-01-07 03:00:00,45.298,0.2192,0.4316,0.0,25.06
2015-01-07 04:00:00,48.598,0.223,0.3635,0.0,26.1
2015-01-07 05:00:00,56.626,0.2194,0.3164,0.0,26.95
2015-01-07 06:00:00,63.293,0.2086,0.327,0.0,31.43
2015-01-07 07:00:00,65.964,0.2048,0.384,0.0014,45.98
2015-01-07 08:00:00,66.4,0.1938,0.4447,0.0318,47.91
2015-01-07 09:00:00,67.746,0.1695,0.5025,0.0899,48.91
2015-01-07 10:00:00,68.507,0.1557,0.552,0.1216,50.0
2015-01-07 11:00:00,68.1,0.1696,0.5762,0.1459,51.22
2015-01-07 12:00:00,67.248,0.173,0.5725,0.1336,50.15
2015-01-07 13:00:00,66.044,0.1741,0.5662,0.1097,51.46
2015-01-07 14:00:00,65.496,0.1996,0.5829,0.055,50.88
2015-01-07 15:00:00,66.191,0.234,0.6313,0.0058,48.0
2015-01-07 16:00:00,69.647,0.2487,0.6869,0.0,47.14
2015-01-07 17:00:00,69.425,0.2601,0.7395,0.0,51.07
2015-01-07 18:00:00,67.467,0.2675,0.7944,0.0,47.42
2015-01-07 19:00:00,63.605,0.2702,0.8458,0.0,44.83
2015-01-07 20:00:00,60.469,0.2815,0.8856,0.0,33.86
2015-01-07 21:00:00,58.348,0.2909,0.9061,0.0,27.42
2015-01-07 22:00:00,54.07,0.3101,0.9223,0.0,27.02
2015-01-07 23:00:00,50.46,0.3327,0.9267,0.0,22.11
2015-01-08 00:00:00,48.041,0.3482,0.9256,0.0,21.92
2015-01-08 01:00:00,47.074,0.3677,0.927,0.0,19.35
2015-01-08 02:00:00,47.228,0.3901,0.9262,0.0,16.11
2015-01-08 03:00:00,48.253,0.4087,0.9211,0.0,14.93
2015-01-08 04:00:00,51.155,0.419,0.9037,0.0,15.0
2015-01-08 05:00:00,58.605,0.4262,0.8748,0.0,19.04
2015-01-08 06:00:00,65.447,0.4358,0.8451,0.0,26.17
2015-01-08 07:00:00,68.569,0.4428,0.788,0.0003,38.34
2015-01-08 08:00:00,68.599,0.4325,0.7419,0.0152,37.7
2015-01-08 09:00:00,69.484,0.4331,0.6948,0.0384,32.99
2015-01-08 10:00:00,70.635,0.4459,0.6407,0.0523,31.95
2015-01-08 11:00:00,69.962,0.4672,0.5986,0.0601,33.59
2015-01-08 12:00:00,69.062,0.4581,0.5392,0.0549,34.37
2015-01-08 13:00:00,67.835,0.4326,0.4983,0.0443,35.08
2015-01-08 14:00:00,67.765,0.4171,0.5118,0.0243,34.45
2015-01-08 15:00:00,68.183,0.4218,0.5465,0.0016,38.12
2015-01-08 16:00:00,70.139,0.4254,0.5703,0.0,32.47
2015-01-08 17:00:00,69.246,0.4366,0.6238,0.0,36.49
2015-01-08 18:00:00,67.516,0.4632,0.6847,0.0,31.82
2015-01-08 19:00:00,62.992,0.4841,0.7316,0.0,32.93
2015-01-08 20:00:00,59.524,0.505,0.793,0.0,29.44
2015-01-08 21:00:00,57.518,0.5337,0.8418,0.0,28.62
2015-01-08 22:00:00,53.026,0.5576,0.8479,0.0,26.71
2015-01-08 23:00:00,48.517,0.5618,0.8352,0.0,15.93
2015-01-09 00:00:00,46.472,0.5556,0.8229,0.0,11.55
2015-01-09 01:00:00,45.546,0.5524,0.8527,0.0,13.47
2015-01-09 02:00:00,45.568,0.5797,0.8958,0.0,11.23
2015-01-09 03:00:00,46.95,0.6406,0.9255,0.0,9.37
2015-01-09 04:00:00,50.426,0.7008,0.9601,0.0,10.33
2015-01-09 05:00:00,58.351,0.7822,0.9253,0.0,10.57
2015-01-09 06:00:00,65.555,0.8543,0.9045,0.0,20.08
2015-01-09 07:00:00,69.326,0.8934,0.9129,0.0001,34.24
2015-01-09 08:00:00,69.495,0.9301,0.93,0.0196,29.99
2015-01-09 09:00:00,70.357,0.9471,0.9562,0.0473,28.33
2015-01-09 10:00:00,70.829,0.9492,0.9681,0.0538,28.51
2015-01-09 11:00:00,69.565,0.9462,0.968,0.0575,31.69
2015-01-09 12:00:00,68.267,0.9395,0.9732,0.0508,31.11
2015-01-09 13:00:00,66.887,0.9316,0.9774,0.0444,29.95
2015-01-09 14:00:00,66.518,0.9224,0.9799,0.0277,29.17
2015-01-09 15:00:00,67.566,0.914,0.9725,0.0027,29.47
2015-01-09 16:00:00,70.12,0.8929,0.9588,0.0,30.09
2015-01-09 17:00:00,69.465,0.87,0.9102,0.0,33.47
2015-01-09 18:00:00,66.23,0.8342,0.8249,0.0,32.78
2015-01-09 19:00:00,61.923,0.7709,0.6983,0.0,33.47
2015-01-09 20:00:00,58.868,0.692,0.5586,0.0,30.11
2015-01-09 21:00:00,55.441,0.6234,0.4568,0.0,26.69
2015-01-09 22:00:00,51.74,0.5743,0.4085,0.0,21.64
2015-01-09 23:00:00,47.944,0.557,0.5053,0.0,14.72
2015-01-10 00:00:00,45.889,0.5664,0.6771,0.0,17.1
2015-01-10 01:00:00,44.455,0.5774,0.8426,0.0,12.93
2015-01-10 02:00:00,43.933,0.6069,0.896,0.0,13.7
2015-01-10 03:00:00,43.836,0.6646,0.9108,0.0,11.01
2015-01-10 04:00:00,43.841,0.7222,0.9006,0.0,9.08
2015-01-10 05:00:00,44.671,0.778,0.8962,0.0,9.28
2015-01-10 06:00:00,48.011,0.8331,0.9161,0.0,7.19
2015-01-10 07:00:00,52.333,0.8731,0.9456,0.0001,9.31
2015-01-10 08:00:00,55.587,0.9143,0.9671,0.0259,11.35
2015-01-10 09:00:00,57.068,0.9326,0.9806,0.0864,15.87
2015-01-10 10:00:00,58.679,0.9473,0.9709,0.1242,15.84
2015-01-10 11:00:00,59.031,0.9591,0.9431,0.1464,14.83
2015-01-10 12:00:00,57.469,0.9643,0.9305,0.1221,15.83
2015-01-10 13:00:00,55.753,0.9659,0.9205,0.0886,14.85
2015-01-10 14:00:00,54.425,0.964,0.9636,0.05,11.42
2015-01-10 15:00:00,55.698,0.957,0.9714,0.0088,11.34
2015-01-10 16:00:00,59.546,0.9413,0.9723,0.0,14.15
2015-01-10 17:00:00,59.665,0.9203,0.9776,0.0,17.09
2015-01-10 18:00:00,57.456,0.885,0.9786,0.0,18.87
2015-01-10 19:00:00,53.439,0.8503,0.9792,0.0,13.44
2015-01-10 20:00:00,51.071,0.8201,0.9797,0.0,15.82
2015-01-10 21:00:00,50.351,0.8006,0.9803,0.0,11.51
2015-01-10 22:00:00,47.188,0.7865,0.9796,0.0,11.81
2015-01-10 23:00:00,43.422,0.7658,0.9776,0.0,5.08
2015-01-11 00:00:00,41.048,0.742,0.9767,0.0,0.05
2015-01-11 01:00:00,39.718,0.7215,0.9758,0.0,-2.06
2015-01-11 02:00:00,39.187,0.7045,0.9741,0.0,-4.11
2015-01-11 03:00:00,39.643,0.6988,0.9724,0.0,-5.06
2015-01-11 04:00:00,39.494,0.7048,0.9707,0.0,-4.12
2015-01-11 05:00:00,38.786,0.7216,0.9695,0.0,-0.74
2015-01-11 06:00:00,40.821,0.7455,0.9683,0.0,-25.02
2015-01-11 07:00:00,44.081,0.7704,0.9703,0.0013,-16.94
2015-01-11 08:00:00,47.653,0.7948,0.9726,0.0522,-6.86
2015-01-11 09:00:00,51.246,0.8247,0.9768,0.1003,1.53
2015-01-11 10:00:00,54.42,0.8491,0.9806,0.1151,5.61
2015-01-11 11:00:00,54.436,0.8661,0.9822,0.1389,9.91
2015-01-11 12:00:00,52.716,0.8733,0.9834,0.1511,8.71
2015-01-11 13:00:00,51.569,0.8722,0.9835,0.1158,-0.09
2015-01-11 14:00:00,51.194,0.865,0.981,0.0824,-0.07
2015-01-11 15:00:00,52.466,0.8589,0.9763,0.016,-1.8
2015-01-11 16:00:00,57.143,0.8519,0.9663,0.0,0.61
2015-01-11 17:00:00,58.328,0.8443,0.9465,0.0,13.51
2015-01-11 18:00:00,56.551,0.8318,0.9212,0.0,11.44
2015-01-11 19:00:00,53.601,0.8157,0.9021,0.0,14.88
2015-01-11 20:00:00,51.979,0.7948,0.8921,0.0,9.63
2015-01-11 21:00:00,52.143,0.765,0.8992,0.0,9.29
2015-01-11 22:00:00,48.829,0.732,0.9126,0.0,10.18
2015-01-11 23:00:00,45.904,0.7041,0.9166,0.0,-2.0
2015-01-12 00:00:00,44.192,0.6809,0.913,0.0,9.3
2015-01-12 01:00:00,43.72,0.6584,0.8981,0.0,2.87
2015-01-12 02:00:00,44.011,0.6405,0.8881,0.0,0.09
2015-01-12 03:00:00,45.401,0.6283,0.9095,0.0,0.26
2015-01-12 04:00:00,49.613,0.6268,0.9243,0.0,2.83
2015-01-12 05:00:00,58.225,0.6488,0.9394,0.0,10.4
2015-01-12 06:00:00,66.11,0.6833,0.9499,0.0,20.03
2015-01-12 07:00:00,69.474,0.7178,0.9604,0.0003,44.95
2015-01-12 08:00:00,69.448,0.762,0.9742,0.0177,44.92
2015-01-12 09:00:00,70.736,0.7974,0.9785,0.0479,36.33
2015-01-12 10:00:00,72.115,0.8186,0.9811,0.0676,30.41
2015-01-12 11:00:00,72.023,0.8381,0.9829,0.0658,30.07
2015-01-12 12:00:00,71.376,0.8476,0.9835,0.0596,29.33
2015-01-12 13:00:00,70.197,0.8514,0.9836,0.0493,29.39
2015-01-12 14:00:00,69.066,0.8484,0.9828,0.0319,28.98
2015-01-12 15:00:00,69.524,0.8437,0.9772,0.0064,29.49
2015-01-12 16:00:00,71.371,0.8411,0.9595,0.0,28.99
2015-01-12 17:00:00,71.236,0.831,0.9306,0.0,34.41
2015-01-12 18:00:00,69.205,0.8112,0.8934,0.0,31.69
2015-01-12 19:00:00,64.685,0.7824,0.8487,0.0,29.59
2015-01-12 20:00:00,61.344,0.7545,0.7906,0.0,27.61
2015-01-12 21:00:00,58.672,0.7274,0.684,0.0,15.55
2015-01-12 22:00:00,54.03,0.6965,0.5561,0.0,14.91
2015-01-12 23:00:00,50.153,0.6709,0.449,0.0,9.1
2015-01-13 00:00:00,48.218,0.6456,0.3286,0.0,9.27
2015-01-13 01:00:00,47.184,0.6283,0.2305,0.0,10.42
2015-01-13 02:00:00,47.064,0.622,0.2069,0.0,11.16
2015-01-13 03:00:00,48.76,0.6132,0.2386,0.0,10.71
2015-01-13 04:00:00,51.849,0.6303,0.3224,0.0,11.26
2015-01-13 05:00:00,59.116,0.6589,0.469,0.0,11.69
2015-01-13 06:00:00,66.543,0.6898,0.5944,0.0,21.05
2015-01-13 07:00:00,68.723,0.7245,0.6753,0.006,32.37
2015-01-13 08:00:00,68.327,0.7295,0.7343,0.1158,34.21
2015-01-13 09:00:00,68.374,0.7214,0.7591,0.2431,28.47
2015-01-13 10:00:00,68.865,0.7214,0.7469,0.3127,26.07
2015-01-13 11:00:00,68.469,0.7279,0.7138,0.351,23.74
2015-01-13 12:00:00,67.876,0.7177,0.6602,0.3381,23.73
2015-01-13 13:00:00,65.875,0.6959,0.6191,0.2653,23.76
2015-01-13 14:00:00,65.983,0.6651,0.5483,0.147,25.62
2015-01-13 15:00:00,66.634,0.6268,0.4554,0.0301,28.91
2015-01-13 16:00:00,70.119,0.5869,0.3925,0.0,34.13
2015-01-13 17:00:00,69.85,0.5445,0.3613,0.0,42.16
2015-01-13 18:00:00,67.174,0.5119,0.3769,0.0,41.99
2015-01-13 19:00:00,62.622,0.4941,0.4755,0.0,37.91
2015-01-13 20:00:00,59.175,0.4801,0.5979,0.0,31.41
2015-01-13 21:00:00,56.499,0.4732,0.6758,0.0,29.91
2015-01-13 22:00:00,51.949,0.4587,0.7097,0.0,27.02
2015-01-13 23:00:00,47.556,0.4516,0.73,0.0,18.36
2015-01-14 00:00:00,45.32,0.4304,0.6967,0.0,13.25
2015-01-14 01:00:00,44.513,0.4044,0.6016,0.0,15.02
2015-01-14 02:00:00,45.026,0.3941,0.5057,0.0,11.99
2015-01-14 03:00:00,46.695,0.395,0.503,0.0,13.68
2015-01-14 04:00:00,50.345,0.4083,0.5819,0.0,13.91
2015-01-14 05:00:00,58.474,0.4343,0.68,0.0,16.26
2015-01-14 06:00:00,65.984,0.4714,0.7529,0.0,27.32
2015-01-14 07:00:00,68.576,0.5171,0.7754,0.0025,31.62
2015-01-14 08:00:00,67.873,0.5698,0.7752,0.0651,34.74
2015-01-14 09:00:00,68.878,0.6162,0.7748,0.1433,32.41
2015-01-14 10:00:00,69.582,0.6308,0.7695,0.1816,29.71
2015-01-14 11:00:00,68.658,0.6078,0.7389,0.1887,30.32
2015-01-14 12:00:00,68.577,0.5453,0.6971,0.1722,29.7
2015-01-14 13:00:00,67.76,0.4615,0.6557,0.1287,29.28
2015-01-14 14:00:00,67.144,0.4108,0.6294,0.0792,30.63
2015-01-14 15:00:00,67.198,0.3912,0.6324,0.0123,35.61
2015-01-14 16:00:00,70.156,0.371,0.6077,0.0,37.8
2015-01-14 17:00:00,69.595,0.3577,0.6064,0.0,44.69
2015-01-14 18:00:00,67.587,0.3573,0.6701,0.0,43.23
2015-01-14 19:00:00,63.598,0.3607,0.7189,0.0,34.51
2015-01-14 20:00:00,60.156,0.3649,0.748,0.0,29.44
2015-01-14 21:00:00,57.358,0.3674,0.7713,0.0,27.96
2015-01-14 22:00:00,53.648,0.3466,0.7979,0.0,23.73
2015-01-14 23:00:00,50.014,0.3364,0.8291,0.0,16.29
2015-01-15 00:00:00,48.098,0.3321,0.8584,0.0,24.36
2015-01-15 01:00:00,47.108,0.3495,0.8895,0.0,21.59
2015-01-15 02:00:00,47.519,0.3856,0.9139,0.0,15.46
2015-01-15 03:00:00,48.517,0.4328,0.9259,0.0,15.44
2015-01-15 04:00:00,51.717,0.4904,0.9367,0.0,15.43
2015-01-15 05:00:00,59.216,0.5422,0.9512,0.0,15.47
2015-01-15 06:00:00,65.894,0.5919,0.962,0.0,27.69
2015-01-15 07:00:00,68.785,0.6287,0.9708,0.0016,33.89
2015-01-15 08:00:00,68.63,0.6546,0.9776,0.0361,34.79
2015-01-15 09:00:00,69.475,0.6892,0.9809,0.0873,30.9
2015-01-15 10:00:00,70.517,0.7196,0.9717,0.1212,29.97
2015-01-15 11:00:00,69.712,0.7337,0.9507,0.1356,29.42
2015-01-15 12:00:00,69.201,0.7257,0.9223,0.1276,27.02
2015-01-15 13:00:00,68.197,0.7208,0.8963,0.1124,26.18
2015-01-15 14:00:00,67.579,0.7159,0.8798,0.0667,26.53
2015-01-15 15:00:00,67.48,0.7131,0.8748,0.0145,28.21
2015-01-15 16:00:00,70.186,0.7095,0.8701,0.0,29.37
2015-01-15 17:00:00,69.592,0.7032,0.8755,0.0,32.54
2015-01-15 18:00:00,67.819,0.7047,0.8979,0.0,32.67
2015-01-15 19:00:00,63.806,0.7026,0.9412,0.0,30.49
2015-01-15 20:00:00,60.304,0.6948,0.9625,0.0,28.32
2015-01-15 21:00:00,57.58,0.6951,0.9683,0.0,22.05
2015-01-15 22:00:00,53.037,0.6749,0.9738,0.0,19.01
2015-01-15 23:00:00,49.276,0.6313,0.972,0.0,12.01
2015-01-16 00:00:00,46.279,0.5799,0.9696,0.0,9.78
2015-01-16 01:00:00,44.534,0.5453,0.9708,0.0,11.64
2015-01-16 02:00:00,45.939,0.5253,0.9728,0.0,9.72
2015-01-16 03:00:00,47.898,0.5175,0.9728,0.0,10.56
2015-01-16 04:00:00,51.456,0.5009,0.9715,0.0,14.11
2015-01-16 05:00:00,59.074,0.479,0.9691,0.0,16.02
2015-01-16 06:00:00,66.271,0.4459,0.9606,0.0,24.71
2015-01-16 07:00:00,68.4,0.4056,0.9453,0.0024,34.04
2015-01-16 08:00:00,68.027,0.347,0.9284,0.0716,37.71
2015-01-16 09:00:00,68.375,0.2792,0.907,0.1529,36.92
2015-01-16 10:00:00,68.696,0.2396,0.8711,0.214,37.99
2015-01-16 11:00:00,67.681,0.2204,0.8198,0.231,39.97
2015-01-16 12:00:00,66.189,0.189,0.7531,0.2145,39.95
2015-01-16 13:00:00,64.631,0.1585,0.6829,0.1704,40.02
2015-01-16 14:00:00,63.772,0.1484,0.6195,0.0966,41.83
2015-01-16 15:00:00,64.204,0.1587,0.5753,0.0156,44.05
2015-01-16 16:00:00,67.36,0.1611,0.5304,0.0,47.1
2015-01-16 17:00:00,66.923,0.1496,0.4907,0.0,52.49
2015-01-16 18:00:00,64.68,0.1359,0.4529,0.0,53.54
2015-01-16 19:00:00,60.464,0.1223,0.4314,0.0,48.02
2015-01-16 20:00:00,57.066,0.1122,0.419,0.0,41.51
2015-01-16 21:00:00,54.807,0.099,0.4207,0.0,37.92
2015-01-16 22:00:00,50.985,0.0857,0.4339,0.0,35.64
2015-01-16 23:00:00,47.703,0.0796,0.4645,0.0,28.79
2015-01-17 00:00:00,45.369,0.0829,0.4922,0.0,29.03
2015-01-17 01:00:00,44.383,0.0878,0.5031,0.0,27.47
2015-01-17 02:00:00,44.029,0.0971,0.5139,0.0,28.06
2015-01-17 03:00:00,44.168,0.108,0.5276,0.0,27.92
2015-01-17 04:00:00,43.903,0.12,0.5422,0.0,27.05
2015-01-17 05:00:00,44.481,0.1269,0.5592,0.0,27.24
2015-01-17 06:00:00,48.133,0.1309,0.584,0.0,27.34
2015-01-17 07:00:00,52.095,0.1279,0.6024,0.0019,27.74
2015-01-17 08:00:00,55.104,0.1219,0.6129,0.0676,29.73
2015-01-17 09:00:00,56.978,0.1083,0.6189,0.1703,35.05
2015-01-17 10:00:00,57.872,0.1104,0.6354,0.2378,38.81
2015-01-17 11:00:00,57.031,0.1257,0.6638,0.2702,38.89
2015-01-17 12:00:00,54.885,0.1354,0.6878,0.2524,34.99
2015-01-17 13:00:00,53.29,0.124,0.7052,0.209,31.96
2015-01-17 14:00:00,52.707,0.1231,0.7215,0.1362,30.07
2015-01-17 15:00:00,53.655,0.1433,0.7452,0.0279,31.27
2015-01-17 16:00:00,57.914,0.1647,0.7707,0.0,33.84
2015-01-17 17:00:00,58.82,0.1748,0.7869,0.0,42.44
2015-01-17 18:00:00,57.041,0.1798,0.7873,0.0,44.9
2015-01-17 19:00:00,53.145,0.1815,0.7698,0.0,34.24
2015-01-17 20:00:00,50.831,0.1815,0.739,0.0,28.95
